,accepts credit cards,accepts bitcoin,accepts insurance,accepts apple pay,alcohol,by appointment only,caters,coat check,delivery,dogs allowed,hair types specialized in,happy hour,has tv,outdoor seating,parking,bike parking,smoking allowed,take-out,takes reservations,drive-thru,waiter service,wheelchair accessible,wi-fi,opened 24hrs,gender neutral restrooms,ambience,attire,best nights,good for dancing,good for groups,good for kids,good for,music,noise level,price range,has pool table,price_range,health_score,overall_rating,overall_reviews,restaurant_link
41403291,Yes,,,No,Beer & Wine Only,,No,,No,,,,No,Yes,"Garage, Street",Yes,,Yes,Yes,,,,No,,Yes,Intimate,Casual,"Tue, Wed, Sat",No,Yes,No,"Dinner, Late Night",,Average,,,$11-30,A,4,332,https://www.yelp.com/biz/ardesia-new-york?start=0
50006769,Yes,,,,Full Bar,,Yes,,Yes,,,,Yes,No,,,,Yes,No,,,,No,,,,Casual,,,Yes,Yes,,,Quiet,,,$11-30,A,2.5,33,https://www.yelp.com/biz/retro-bar-and-grill-new-york?start=0
50002202,Yes,No,,No,Full Bar,,No,,No,,,,No,No,Street,No,,Yes,Yes,,,,No,,Yes,,Casual,"Thu, Fri, Sat",No,Yes,No,Dinner,,Average,,No,$11-30,B,4,2032,https://www.yelp.com/biz/bea-new-york?start=0
50070180,Yes,,,,Beer & Wine Only,,,,Yes,,,,No,No,Street,No,,Yes,No,,,,Free,,,,,,,No,Yes,,,Quiet,,,Under $10,,4,20,https://www.yelp.com/biz/sams-deli-new-york-2?start=0
41007946,Yes,,,No,Full Bar,No,,Yes,,,,Yes,Yes,No,Street,Yes,,,Yes,,,,Free,,,Trendy,,"Thu, Fri, Sat",Yes,Yes,Yes,,,Loud,,Yes,Moderate,,3.5,663,https://www.yelp.com/biz/frames-bowling-lounge-new-york?start=0
50067662,Yes,,,No,No,,Yes,,Yes,,,,No,No,Street,No,,Yes,No,No,,,No,,Yes,Casual,,,,No,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3.5,564,https://www.yelp.com/biz/eisenbergs-sandwich-shop-new-york?start=0
40783655,Yes,,,No,Beer & Wine Only,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,Yes,No,,,Free,,,Casual,Casual,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,A,3.5,589,https://www.yelp.com/biz/georgios-country-grill-new-york?start=0
41589545,No,,,No,No,,,,Yes,,,,No,Yes,Street,Yes,,Yes,No,,,,,,,Casual,,,,No,Yes,"Breakfast, Lunch",,Quiet,,,Under $10,A,3.5,82,https://www.yelp.com/biz/zannys-cafe-new-york?start=0
41046455,Yes,,,No,Full Bar,,No,,No,,,,No,No,Street,No,,No,Yes,,,,No,,Yes,Hipster,Casual,"Fri, Sat, Sun",No,Yes,No,Brunch,,Average,,No,$11-30,A,4,1935,https://www.yelp.com/biz/freemans-new-york-3?start=0
41247222,Yes,No,,No,Full Bar,,No,,Yes,No,,,No,Yes,Street,Yes,,Yes,Yes,,Yes,Yes,Free,,,Trendy,Casual,"Thu, Fri, Sat",Yes,Yes,No,,DJ,Average,,No,$11-30,,3,1773,https://www.yelp.com/biz/the-park-new-york-2?start=0
50074726,Yes,,,No,Full Bar,,No,,No,,,No,No,No,Street,No,,No,Yes,,Yes,,Free,,Yes,Casual,Casual,,No,Yes,No,"Dinner, Late Night",,Average,,,$11-30,B,3.5,733,https://www.yelp.com/biz/beetle-house-new-york-3?start=0
50040533,Yes,,,No,Beer & Wine Only,,Yes,,No,,,,No,No,Street,No,,Yes,No,No,No,Yes,Free,,,Casual,,,,Yes,Yes,"Lunch, Dinner, Dessert",,Average,,,$11-30,,4,273,https://www.yelp.com/biz/creamline-new-york-3?start=0
41486386,Yes,,,,Full Bar,,,,No,,,Yes,Yes,Yes,,No,,Yes,No,No,,,Free,,,,Casual,,No,Yes,Yes,"Lunch, Dinner",,,,,$11-30,C,3,68,https://www.yelp.com/biz/umami-burger-at-hudson-new-york?start=0
50036672,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,No,No,Yes,,No,,Yes,"Hipster, Casual",Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,4,275,https://www.yelp.com/biz/bareburger-new-york-22?start=0
41423957,Yes,,,No,No,,Yes,,Yes,,,,No,No,Street,No,,Yes,No,,Yes,,No,,,Casual,,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,,3,182,https://www.yelp.com/biz/blooms-delicatessan-new-york-4?start=0
40856729,Yes,,,No,Full Bar,,,Yes,,No,,No,No,No,Street,Yes,,,Yes,,,,No,,Yes,Intimate,,"Wed, Thu, Fri",No,No,,,,Average,,No,Pricey,A,4,1644,https://www.yelp.com/biz/please-dont-tell-new-york-2?start=0
40603518,Yes,No,,No,Beer & Wine Only,,No,,No,,,,Yes,No,"Garage, Street",No,,Yes,No,No,,,No,,Yes,Casual,Casual,,,No,Yes,"Lunch, Dinner",,Average,,,$11-30,,3.5,2222,https://www.yelp.com/biz/burger-joint-new-york?start=0
50003258,Yes,,,No,Full Bar,,Yes,Yes,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,Dinner,,Average,,No,$11-30,A,4,184,https://www.yelp.com/biz/durden-new-york?start=0
40380432,Yes,,,Yes,Full Bar,,,,,,,Yes,No,No,Street,Yes,,,No,,,,Paid,,,Divey,,"Thu, Fri, Sat",No,Yes,No,,Live,Loud,,No,Moderate,A,3,221,https://www.yelp.com/biz/the-bitter-end-new-york?start=0
41228468,Yes,,,No,Full Bar,,,No,,,,Yes,Yes,Yes,,Yes,,,No,,,,No,,,Casual,,"Sat, Sun",Yes,Yes,,,,Very Loud,,No,Inexpensive,A,3,50,https://www.yelp.com/biz/dive-bar-lounge-new-york?start=0
50048244,Yes,,,No,,,,,,No,,,,,,,,,,,,,Paid,,,,,,,,,,,,,,Pricey,A,4,387,https://www.yelp.com/biz/lotte-new-york-palace-new-york?start=0
41314977,Yes,,,No,Full Bar,,,No,,,,Yes,Yes,No,Street,Yes,,,No,,,Yes,,,,Divey,,"Tue, Wed, Sat",No,Yes,,,Juke Box,Average,,Yes,Moderate,A,3.5,243,https://www.yelp.com/biz/rusty-knot-new-york?start=0
50052588,Yes,,,No,Full Bar,,No,,Yes,,,Yes,No,No,Street,Yes,,Yes,Yes,No,Yes,,No,,Yes,Casual,Casual,,,Yes,No,"Brunch, Lunch, Dinner",,Average,,,$11-30,A,4,335,https://www.yelp.com/biz/hendriks-new-york?start=0
41371241,Yes,,,No,,,Yes,,,,,,,,Street,Yes,,Yes,,,,,,,,,,,,,No,,,Average,,,Pricey,,4,622,https://www.yelp.com/biz/dean-and-deluca-new-york?start=0
50056649,Yes,,,,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,No,,Free,,,Casual,Casual,,,Yes,Yes,Lunch,,Average,,,$11-30,A,3.5,66,https://www.yelp.com/biz/fields-good-chicken-new-york-4?start=0
50015537,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,A,4.5,22,https://www.yelp.com/biz/playwrights-horizons-new-york?start=0
41564700,Yes,,,Yes,Full Bar,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,Yes,,Yes,,No,,,,Casual,,,Yes,Yes,"Breakfast, Brunch, Lunch",,Average,,,$11-30,A,3,551,https://www.yelp.com/biz/sarabeths-new-york-5?start=0
40689838,Yes,,,,,,,,,,,,,,Street,No,,,,,,,,,,,,,,,,,,,,,Moderate,,4.5,15,https://www.yelp.com/biz/smoke-scene-new-york?start=0
50059510,Yes,,,,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,Yes,Casual,Casual,,,Yes,Yes,Dinner,,Average,,,$11-30,A,3.5,290,https://www.yelp.com/biz/pars-grill-house-new-york?start=0
50070352,Yes,,,,Full Bar,,No,,No,,,,Yes,Yes,,No,,No,Yes,,,,Free,,,Casual,Dressy,,,Yes,No,"Lunch, Dinner",,Average,,,Above $61,,4.5,32,https://www.yelp.com/biz/core-club-new-york?start=0
50073766,Yes,,,No,No,,No,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,Yes,,No,,Yes,Casual,,,,Yes,Yes,"Breakfast, Brunch, Lunch",,Average,,,Under $10,A,4,315,https://www.yelp.com/biz/joe-jr-restaurant-new-york?start=0
41713390,Yes,,,,,,,,Yes,,,,,No,Street,No,,Yes,,,,,No,,,,,,,,Yes,,,,,,Under $10,P,3.5,19,https://www.yelp.com/biz/marina-gourmet-deli-new-york?start=0
50075332,Yes,,,,Full Bar,,,,,,,No,No,No,,,,,,,,,Free,,,,,Sun,Yes,Yes,No,,,Loud,,,Pricey,A,3.5,37,https://www.yelp.com/biz/sony-hall-new-york?start=0
41509250,Yes,,,,Full Bar,,,No,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,,Free,,Yes,Casual,Casual,,No,Yes,Yes,,Background,Average,,No,$11-30,A,3.5,54,https://www.yelp.com/biz/mason-jar-bk-brooklyn?start=0
40942438,Yes,,,Yes,Full Bar,,,,,,,No,No,Yes,Garage,Yes,,,No,,,,No,,,,,,,Yes,,,Background,Average,,Yes,Pricey,A,3.5,77,https://www.yelp.com/biz/sky-terrace-rooftop-bar-new-york?start=0
50000153,Yes,,,,No,,Yes,,Yes,,,,Yes,No,Street,No,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,Under $10,A,3.5,78,https://www.yelp.com/biz/the-best-of-new-york-food-new-york?start=0
40855992,Yes,,,,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,Free,,,Casual,Casual,,,No,Yes,"Breakfast, Lunch",,Quiet,,,Under $10,A,4,44,https://www.yelp.com/biz/bagel-buffet-new-york-116?start=0
40398578,Yes,,,No,Full Bar,,,No,,,,Yes,Yes,No,Street,No,,,No,,,,No,,Yes,Casual,,"Fri, Sat, Sun",Yes,Yes,,,DJ,Loud,,No,Moderate,A,3,82,https://www.yelp.com/biz/dyckman-bar-new-york?start=0
50055640,Yes,No,,Yes,No,,Yes,,No,Yes,,,No,No,,Yes,,Yes,No,,No,,No,,,,Casual,,,No,Yes,Breakfast,,,,,Under $10,A,4.5,26,https://www.yelp.com/biz/adventure-cafe-new-york-2?start=0
50002767,Yes,,,No,Full Bar,,,Yes,,,,,Yes,Yes,Street,No,,,Yes,,,Yes,Free,,Yes,"Trendy, Intimate, Classy, Upscale",,"Wed, Thu, Fri",No,Yes,,,,Average,,Yes,Pricey,A,4,429,https://www.yelp.com/biz/the-skylark-new-york?start=0
41126055,No,,,No,Full Bar,,,No,,No,,No,No,No,Street,No,,,No,,,No,No,,,Intimate,,"Tue, Thu, Fri",,No,,,Live,Average,,No,Pricey,B,4,1006,https://www.yelp.com/biz/little-branch-new-york?start=0
41133245,Yes,,,No,Full Bar,,,,No,,,No,No,No,Street,Yes,,No,Yes,,,,No,,,Intimate,Dressy,"Thu, Fri, Sat",,Yes,No,,,Average,,No,$31-60,A,4,951,https://www.yelp.com/biz/pegu-club-new-york?start=0
50034567,Yes,,,No,Full Bar,,Yes,No,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,No,,Yes,,Free,,Yes,Casual,Casual,"Sat, Sun",No,Yes,No,Late Night,,Average,,No,$11-30,A,3.5,131,https://www.yelp.com/biz/the-draft-house-new-york?start=0
40370168,Yes,,,No,Full Bar,,No,,No,,,,Yes,No,Street,Yes,,Yes,No,,,,No,,,"Divey, Casual",Casual,,,Yes,No,"Dinner, Late Night",,Average,,No,$11-30,A,4,366,https://www.yelp.com/biz/the-ear-inn-new-york?start=0
40605319,Yes,No,,,Beer & Wine Only,,Yes,,Yes,No,,,Yes,No,Street,Yes,,Yes,,,Yes,,Free,,Yes,Casual,,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,2.5,75,https://www.yelp.com/biz/42nd-street-pizza-new-york?start=0
41127083,Yes,,,No,No,,Yes,,Yes,,,,No,Yes,Street,No,,Yes,No,,,,Free,,,Casual,,,,Yes,Yes,,,Average,,,Under $10,A,3.5,40,https://www.yelp.com/biz/market-cafe-new-york-5?start=0
41618267,Yes,,,No,Full Bar,,,,,,,,No,No,Street,Yes,,,No,,,,,,Yes,"Divey, Casual",,"Wed, Thu, Fri",Yes,Yes,,,Juke Box,Average,,Yes,Inexpensive,A,3.5,125,https://www.yelp.com/biz/phoenix-new-york?start=0
41326368,Yes,,,No,Beer & Wine Only,,Yes,,No,,,,Yes,No,,Yes,,Yes,No,,,,Free,,,Casual,Casual,,,Yes,No,,,Average,,,$11-30,A,2.5,28,https://www.yelp.com/biz/eet-new-york?start=0
50043979,Yes,,,Yes,Full Bar,,No,,No,No,,,No,Yes,Street,Yes,,Yes,No,,,,No,,,Casual,Casual,,,Yes,Yes,Lunch,,Average,,,$11-30,A,4,372,https://www.yelp.com/biz/pier-i-cafe-new-york?start=0
50059616,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,A,5,6,https://www.yelp.com/biz/convene-new-york-20?start=0
41041142,Yes,,,No,Full Bar,,No,,No,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",,Yes,No,Dinner,,Average,,No,$11-30,A,3.5,315,https://www.yelp.com/biz/rogue-new-york-2?start=0
41646166,No,No,,No,No,,No,,Yes,,,,No,No,Street,No,,Yes,No,,,,No,,,Casual,Casual,,,No,Yes,"Lunch, Late Night",,Average,,,Under $10,A,3.5,389,https://www.yelp.com/biz/mikeys-burger-new-york?start=0
41267664,Yes,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,No,,,,,,,,4,56,https://www.yelp.com/biz/bari-studio-new-york?start=0
40897685,Yes,,,No,Full Bar,,No,,No,,,,Yes,No,,No,,Yes,Yes,,,,No,,,Touristy,Casual,,,Yes,Yes,,,Average,,,$11-30,A,2,270,https://www.yelp.com/biz/tsq-brasserie-new-york?start=0
41356747,Yes,,,No,Full Bar,,No,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,,,Free,,,Casual,Casual,"Wed, Thu, Sat",No,Yes,No,Late Night,Juke Box,Average,,No,$11-30,A,3.5,224,https://www.yelp.com/biz/lincoln-park-grill-new-york?start=0
41279957,Yes,,,No,Beer & Wine Only,No,,No,,No,,Yes,No,No,Street,Yes,,,No,,,No,Free,,Yes,Intimate,,"Wed, Thu, Sat",No,No,,,,Average,,,Moderate,A,4,341,https://www.yelp.com/biz/lelabar-new-york-2?start=0
41639964,Yes,No,,No,Full Bar,,No,,No,No,,Yes,No,No,Street,Yes,,Yes,Yes,,Yes,Yes,No,,Yes,Trendy,Casual,,No,Yes,No,Dinner,,Average,,No,$11-30,A,4,441,https://www.yelp.com/biz/the-little-beet-table-new-york-2?start=0
41156294,Yes,,,,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,Free,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,Under $10,A,3.5,93,https://www.yelp.com/biz/teleon-cafe-new-york-2?start=0
41709011,Yes,No,,No,Full Bar,,Yes,,Yes,,,No,No,Yes,"Garage, Street",Yes,,Yes,Yes,,Yes,Yes,Free,,,Casual,Casual,,,Yes,No,Dinner,,Average,,,$11-30,A,3.5,200,https://www.yelp.com/biz/sociale-brooklyn-14?start=0
41066767,Yes,,,No,Full Bar,,Yes,,No,,,,Yes,Yes,"Garage, Street",Yes,,Yes,Yes,,,,Free,,,Casual,Casual,"Fri, Sat, Sun",No,Yes,No,"Dinner, Late Night",,Average,,No,$11-30,A,3.5,231,https://www.yelp.com/biz/daltons-bar-and-grill-new-york?start=0
41642375,Yes,No,,Yes,Full Bar,,No,,No,Yes,,Yes,Yes,Yes,Street,Yes,,Yes,No,,Yes,Yes,Free,,Yes,Casual,Casual,,,Yes,No,Dinner,,Average,,,$11-30,A,3.5,220,https://www.yelp.com/biz/harlem-food-bar-new-york?start=0
40398561,No,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,Free,,Yes,"Divey, Casual",,"Wed, Fri, Sat",,Yes,,,,Loud,,No,Moderate,A,4,244,https://www.yelp.com/biz/tom-and-jerrys-new-york?start=0
41520610,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,No,,,Free,,Yes,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,4,662,https://www.yelp.com/biz/bareburger-new-york-3?start=0
41616853,Yes,No,,,Full Bar,,,No,No,,,Yes,Yes,No,Street,Yes,,Yes,No,,Yes,,Free,,,Casual,,,,Yes,No,,,Average,,No,$11-30,A,4,49,https://www.yelp.com/biz/the-allie-way-sports-bar-new-york-2?start=0
50043978,Yes,No,,No,Full Bar,,No,Yes,No,No,,Yes,No,Yes,Street,No,,No,Yes,,Yes,Yes,Free,,Yes,"Trendy, Classy",Casual,"Fri, Sat",No,Yes,No,Dinner,Background,Average,,,$31-60,A,3.5,135,https://www.yelp.com/biz/kingsley-new-york-2?start=0
50003978,Yes,,,No,Full Bar,,,,,,,,No,Yes,Street,Yes,,,No,,,,No,,,Casual,,"Thu, Fri, Sat",,Yes,,,,Average,,No,Moderate,A,4,129,https://www.yelp.com/biz/bonnie-vee-new-york?start=0
41589635,Yes,,,No,Full Bar,No,,,,,,,No,Yes,"Garage, Street",No,,,No,,,,No,,Yes,Trendy,,"Thu, Fri, Sat",No,Yes,,,,Average,,No,Pricey,A,4,902,https://www.yelp.com/biz/the-press-lounge-new-york-3?start=0
41721670,Yes,,,No,Beer & Wine Only,,Yes,,Yes,No,,,No,No,"Street, Private Lot",Yes,,Yes,No,,,,Free,,Yes,Casual,Casual,,,Yes,Yes,Lunch,,Average,,,$11-30,B,4,283,https://www.yelp.com/biz/mulberry-and-vine-new-york?start=0
41543887,Yes,,,No,Full Bar,,No,,Yes,No,,,No,No,Street,No,,Yes,Yes,,,,No,,,Trendy,Dressy,,,Yes,No,Dinner,,Loud,,,$31-60,A,4,3051,https://www.yelp.com/biz/beauty-and-essex-new-york?start=0
40750275,Yes,,,,Full Bar,,,,,,,No,Yes,No,,No,,,Yes,,,Yes,Free,,,,,,No,Yes,,,,Loud,,,Moderate,,3,13,https://www.yelp.com/biz/broadway-49-bar-and-lounge-new-york?start=0
40652016,No,,,No,Beer & Wine Only,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,No,No,,,No,,,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,Under $10,A,4,900,https://www.yelp.com/biz/pauls-da-burger-joint-new-york-2?start=0
50033430,Yes,,,Yes,,,,,,,,,,,,,,,,,,,Free,,Yes,,,,,,,,,,,,Moderate,A,4,56,https://www.yelp.com/biz/best-western-premier-herald-square-new-york?start=0
41605861,No,,,,,,,,,Yes,,,,,Street,Yes,,,,,,,,,Yes,,,,,,Yes,,,,,,,A,4.5,135,https://www.yelp.com/biz/pier-25-new-york?start=0
40635454,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Ultra High-End,A,4,35,https://www.yelp.com/biz/the-lowell-new-york?start=0
41236517,Yes,,,No,Full Bar,,No,,No,,,Yes,Yes,Yes,Street,Yes,,Yes,No,,,,Free,,Yes,Casual,Casual,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3.5,235,https://www.yelp.com/biz/cafe-amrita-new-york?start=0
40851227,No,,,,Full Bar,,,,,,,Yes,No,No,Street,Yes,,,No,,,,,,Yes,Casual,,,,Yes,,,Juke Box,Average,,No,Inexpensive,A,3.5,164,https://www.yelp.com/biz/the-magician-new-york?start=0
41381714,Yes,,,,,,,,No,,,,No,Yes,,No,,Yes,No,,,,,,,,,,,Yes,Yes,,,,,,$11-30,,2,13,https://www.yelp.com/biz/dancing-crane-cafe-new-york?start=0
41327917,Yes,,,Yes,Full Bar,,Yes,,No,No,,,No,Yes,,Yes,,Yes,No,,No,Yes,No,,,Casual,Casual,,,Yes,No,,,Average,,,$11-30,,3.5,49,https://www.yelp.com/biz/pier-66-maritime-new-york?start=0
41388993,Yes,No,,No,Full Bar,,Yes,,Yes,No,,Yes,No,Yes,Street,No,,Yes,Yes,,Yes,Yes,No,,Yes,"Hipster, Casual, Trendy",Casual,,,Yes,Yes,"Brunch, Lunch, Dinner",,Average,,,$11-30,A,4,192,https://www.yelp.com/biz/westville-dumbo-brooklyn?start=0
50044475,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,4,29,https://www.yelp.com/biz/smartpark-lga-flushing?start=0
41410290,Yes,,,No,Full Bar,,No,,No,,,,Yes,No,Street,Yes,,Yes,No,,,,Free,,Yes,Divey,Casual,"Thu, Fri, Sat",Yes,Yes,No,Late Night,Juke Box,Loud,,Yes,Under $10,A,4,372,https://www.yelp.com/biz/iron-horse-nyc-new-york?start=0
40391060,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,Yes,Casual,Casual,"Fri, Sat, Sun",,Yes,Yes,"Lunch, Dinner",,Average,,No,$11-30,A,3,121,https://www.yelp.com/biz/lukes-bar-and-grill-new-york-2?start=0
41229106,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",,Yes,No,,,Loud,,No,$11-30,A,3,330,https://www.yelp.com/biz/blind-pig-new-york-2?start=0
40403586,Yes,,,No,Full Bar,,Yes,,No,,,Yes,Yes,Yes,,Yes,,No,Yes,,Yes,,No,,,,Formal (Jacket Required),,,Yes,No,Dinner,,Quiet,,,$31-60,A,4,39,https://www.yelp.com/biz/university-club-new-york?start=0
41528368,Yes,No,,No,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,Free,,,Casual,,,,No,Yes,"Breakfast, Brunch",,Average,,,Under $10,A,4,677,https://www.yelp.com/biz/h-and-h-midtown-bagels-east-new-york?start=0
50056770,Yes,,,No,No,,Yes,,Yes,,,,No,No,,No,,Yes,No,,No,,Free,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,2.5,87,https://www.yelp.com/biz/essen-new-york-5?start=0
40401173,No,,,,Full Bar,,,,,,,,No,No,Street,Yes,,,No,,,,No,,,"Casual, Intimate",,,,No,,,Background,Average,,No,Moderate,A,4,91,https://www.yelp.com/biz/big-bar-new-york?start=0
41566261,Yes,,,,Full Bar,,,Yes,,,,No,No,No,Street,No,,,Yes,,,,,,,"Intimate, Classy",,,No,No,,,Background,Quiet,,No,Pricey,A,3.5,148,https://www.yelp.com/biz/bar-centrale-new-york?start=0
50002065,Yes,,,No,Full Bar,,Yes,,Yes,,,Yes,Yes,No,Garage,No,,Yes,Yes,,,,No,,Yes,,Dressy,,,Yes,No,"Brunch, Late Night",,Loud,,No,$11-30,A,2.5,92,https://www.yelp.com/biz/vacca-grill-and-lounge-new-york?start=0
41682864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1.5,16,https://www.yelp.com/biz/jpmorgan-chase-new-york?start=0
50007093,Yes,No,,No,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,,Trendy,Dressy,,,Yes,No,Dinner,,Average,,,$31-60,A,3.5,595,https://www.yelp.com/biz/philippe-by-philippe-chow-new-york?start=0
50041322,Yes,No,,No,Full Bar,,Yes,,Yes,Yes,,Yes,No,Yes,"Garage, Street",No,,Yes,Yes,,Yes,Yes,Free,,Yes,,Casual,,,Yes,No,Dinner,,Average,,,$31-60,A,4,225,https://www.yelp.com/biz/crave-fishbar-new-york-2?start=0
50053557,Yes,No,,Yes,No,,Yes,,Yes,No,,,No,No,Street,Yes,,Yes,No,,No,,No,,Yes,,,,,Yes,Yes,Lunch,,Average,,,$11-30,,2.5,48,https://www.yelp.com/biz/lenwich-new-york-21?start=0
41199657,Yes,,,No,,Yes,,,,,,,,,Street,Yes,,,,,,,,,Yes,,,,,,No,,,,,,Ultra High-End,A,4,105,https://www.yelp.com/biz/frederic-fekkai-new-york-7?start=0
41479962,Yes,,,,,,Yes,,,,,,,,Street,No,,Yes,,,,,,,Yes,,,,,,,,,,,,Pricey,,4,183,https://www.yelp.com/biz/la-maison-du-chocolat-new-york-6?start=0
40719059,Yes,,,,Full Bar,,,No,,,,Yes,No,No,Street,Yes,,,No,,,Yes,No,,,Casual,,,No,No,,,,Average,,No,Moderate,A,3.5,166,https://www.yelp.com/biz/park-bar-new-york?start=0
41426013,Yes,,,,Full Bar,,,,No,,,Yes,Yes,No,,No,,No,No,,,,,,,,Casual,,Yes,Yes,No,,,,,,$11-30,,2.5,23,https://www.yelp.com/biz/mimosa-cafe-new-york?start=0
41336336,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,No,,,,No,,Yes,Divey,,,,Yes,,,Juke Box,Average,,Yes,Inexpensive,A,3.5,122,https://www.yelp.com/biz/sophies-new-york?start=0
41474509,Yes,,,No,Beer & Wine Only,,No,,No,,,,No,Yes,Street,Yes,,Yes,No,No,No,Yes,No,,Yes,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,4,1310,https://www.yelp.com/biz/shake-shack-new-york-45?start=0
40397624,Yes,,,,No,,Yes,,Yes,,,,No,No,,Yes,,Yes,No,,,,No,,,Casual,,,,No,Yes,,,Average,,,$11-30,A,3,37,https://www.yelp.com/biz/le-mirage-gourmet-new-york?start=0
50056653,Yes,,,No,No,,Yes,,Yes,,,,No,No,,Yes,,Yes,No,,No,,Free,,,,Casual,,,No,Yes,,,Average,,,$11-30,A,3,58,https://www.yelp.com/biz/muscle-maker-grill-chelsea-2?start=0
50046719,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,4,51,https://www.yelp.com/biz/animal-hospital-and-clinic-of-jersey-city-jersey-city?start=0
41073072,Yes,,,,Full Bar,,No,,No,,,,Yes,No,Street,Yes,,Yes,Yes,,,,,,Yes,Trendy,Casual,,,Yes,No,,DJ,Loud,,No,$11-30,A,3,429,https://www.yelp.com/biz/libation-new-york?start=0
40482586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,4,75,https://www.yelp.com/biz/booth-theatre-new-york-2?start=0
41091396,Yes,,,Yes,Full Bar,,No,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,,No,,Yes,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Loud,,,$11-30,A,3.5,668,https://www.yelp.com/biz/mels-burger-bar-new-york?start=0
41243023,Yes,,,No,Full Bar,,,Yes,No,,,Yes,No,No,Street,No,,Yes,Yes,,Yes,,Free,,,"Casual, Trendy, Classy",Casual,,No,Yes,No,"Brunch, Lunch, Dinner, Dessert",,Average,,,$11-30,A,4,247,https://www.yelp.com/biz/shuka-new-york-3?start=0
40396532,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,No,No,Street,No,,Yes,No,,Yes,No,No,,,Casual,,,,Yes,Yes,"Breakfast, Brunch, Lunch, Dinner",,Average,,,$11-30,A,3,297,https://www.yelp.com/biz/metro-diner-new-york?start=0
40831779,Yes,No,,Yes,No,,Yes,,Yes,No,,,No,No,Street,Yes,,Yes,No,,No,Yes,No,,,Casual,Casual,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3,77,https://www.yelp.com/biz/koyzina-kafe-new-york?start=0
